order_id,customer_id,product_id,quantity,unit_price,total_amount,order_date,payment_method,shipping_city,shipping_state,status,partner_source
bdd640fb-0667-1ad1-1c80-317fa3b1799d,CUST_15796,PROD_0502,5,3348.84,16744.2,2023-08-04,credit_card,Alves,SP,delivered,parceiro_b
23b8c1e9-3924-56de-3eb1-3b9046685257,CUST_00861,PROD_4737,2,4646.86,9293.72,2023-10-07,credit_card,da Cruz de Goiás,RJ,delivered,parceiro_c
bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,CUST_38159,PROD_1174,8,1216.29,9730.32,2023-06-07,credit_card,Sousa,PR,delivered,parceiro_a
972a8469-1641-9f82-8b9d-2434e465e150,CUST_44733,PROD_1928,1,372.32,372.32,2023-05-08,credit_card,Rocha,SP,delivered,parceiro_a
17fc695a-07a0-ca6e-0822-e8f36c031199,CUST_11285,PROD_1349,3,2584.18,7752.54,2023-06-06,pix,Pastor,SP,delivered,parceiro_a
9a1de644-815e-f6d1-3b8f-aa1837f8a88b,CUST_06266,PROD_3708,19,1794.34,34092.46,2023-08-14,boleto,Andrade do Sul,PR,delivered,parceiro_c
b74d0fb1-32e7-0629-8fad-c1a606cb0fb3,CUST_16851,PROD_3361,15,3305.28,49579.2,2023-06-29,pix,Cunha,DF,delivered,parceiro_b
6b65a6a4-8b81-48f6-b38a-088ca65ed389,CUST_37195,PROD_4672,13,399.11,5188.43,2023-06-09,debit_card,Montenegro,SP,shipped,parceiro_a
47378190-96da-1dac-72ff-5d2a386ecbe0,CUST_21963,PROD_2876,19,4616.7,87717.3,2023-04-03,credit_card,Novais,GO,delivered,parceiro_a
c241330b-01a9-e71f-de8a-774bcf36d58b,CUST_47192,PROD_1578,1,4786.17,4786.17,2023-08-07,credit_card,Silva,RN,delivered,parceiro_b
6c307511-b2b9-437a-28df-6ec4ce4a2bbd,CUST_44132,PROD_3893,2,1774.56,3549.12,2023-06-05,pix,Câmara dos Dourados,BA,delivered,parceiro_a
371ecd7b-27cd-8130-4722-9389571aa876,CUST_16024,PROD_1997,17,222.74,3786.58,2023-09-04,pix,Abreu da Serra,BA,cancelled,parceiro_c
1a2a73ed-562b-0f79-c374-59eef50bea63,CUST_41091,PROD_4298,12,1328.84,15946.08,2023-08-04,pix,Fernandes Paulista,BA,delivered,parceiro_c
5be6128e-18c2-6797-6142-ea7d17be3111,CUST_01686,PROD_3434,6,312.76,1876.56,2023-09-20,debit_card,Cunha,RJ,cancelled,parceiro_b
43b7a3a6-9a8d-ca03-580d-7b71d8f56413,CUST_00770,PROD_2425,11,1741.79,19159.69,2023-09-06,pix,Caldeira de Minas,PE,delivered,parceiro_c
759cde66-bacf-b3d0-0b1f-9163ce9ff57f,CUST_02434,PROD_0534,14,249.16,3488.24,2023-10-20,boleto,Brito da Praia,SP,cancelled,parceiro_a
ec1b8ca1-f91e-1d4c-1ff4-9b7889463e85,CUST_05312,PROD_2326,9,438.17,3943.53,2023-08-13,pix,Pereira Paulista,PR,delivered,parceiro_a
4b0dbb41-8d52-88f1-142c-3fe860e7a113,CUST_37820,PROD_3455,3,2137.38,6412.14,2023-09-26,credit_card,Siqueira,CE,pending,parceiro_a
e2acf72f-9e57-4f7a-a0ee-89aed453dd32,CUST_39189,PROD_3614,19,593.16,11270.04,2023-09-04,credit_card,Nascimento de Campos,PR,delivered,parceiro_b
3139d32c-93cd-59bf-5c94-1cf0dc98d2c1,CUST_17569,PROD_4136,14,3520.97,49293.58,2023-09-30,credit_card,Barros da Prata,SP,shipped,parceiro_b
a9488d99-0bbb-2599-11ce-5dd2b45ed1f0,CUST_19770,PROD_3153,13,647.5,8417.5,2023-10-31,credit_card,Pires da Praia,SP,shipped,parceiro_c
fc377a4c-4a15-544d-c5e7-ce8a3a578a8e,CUST_28694,PROD_3873,15,2438.26,36573.9,2023-09-18,boleto,Santos,RJ,delivered,parceiro_a
ddd1dfb2-3b98-2ef8-daf6-1a26146d3f31,CUST_06397,PROD_1506,19,365.1,6936.9,2023-09-21,debit_card,Aparecida,SP,delivered,parceiro_b
7412b293-4729-4739-614f-f3d719db3ad0,CUST_27481,PROD_2291,8,3127.25,25018.0,2023-10-29,pix,Vargas,PE,delivered,parceiro_c
29a3b2e9-5d65-a441-d588-42dea2bc372f,CUST_41435,PROD_1342,11,2340.69,25747.59,2023-08-25,credit_card,Barros de Goiás,SP,delivered,parceiro_c
ab9099a4-35a2-40ae-5af3-05535ec42e08,CUST_25659,PROD_1759,6,3790.48,22742.88,2023-02-26,credit_card,Garcia,SP,delivered,parceiro_c
aefcfad8-efc8-9849-b3aa-7efe4458a885,CUST_18943,PROD_1945,13,181.03,2353.39,2023-10-04,pix,Marques da Praia,RJ,shipped,parceiro_b
a28defe3-9bf0-0273-1247-6f57a5e5a5ab,CUST_18432,PROD_1556,7,3982.31,27876.17,2023-05-13,pix,Freitas,SC,pending,parceiro_a
3eabedcb-baa8-0dd4-88bd-64072bcfbe01,CUST_02748,PROD_4215,17,2309.57,39262.69,2023-08-15,credit_card,Costela Paulista,MG,cancelled,parceiro_a
451b4cf3-6123-fdf7-7656-af7229d4beef,CUST_00190,PROD_1603,9,3882.74,34944.66,2023-10-01,credit_card,Pereira,RN,delivered,parceiro_b
b02b61c4-a3d7-0628-ece6-6fa2fd5166e6,CUST_19119,PROD_1722,13,4074.36,52966.68,2023-04-19,pix,Nascimento,SP,pending,parceiro_b
5304317f-af42-e12f-3838-b3268e944239,CUST_35774,PROD_2554,10,2499.4,24994.0,2023-04-11,credit_card,Castro,MG,delivered,parceiro_b
0e51f30d-c6a7-ee39-c4b0-32ccd7c524a5,CUST_01900,PROD_4521,19,977.23,18567.37,2023-06-22,debit_card,Garcia de da Mata,SP,delivered,parceiro_c
ce177b4e-0837-b8a3-d261-a7ab3aa2e4f9,CUST_01268,PROD_0576,12,4571.93,54863.16,2023-10-10,pix,Rodrigues,PE,delivered,parceiro_b
10f1bc81-448a-aa9e-66b2-bc5b50c187fc,CUST_31552,PROD_0870,19,2800.41,53207.79,2023-07-22,pix,Vargas do Norte,MG,cancelled,parceiro_a
9132b63e-f162-87e4-e9c3-49e03602f8ac,CUST_11395,PROD_1326,6,1043.85,6263.1,2023-09-30,debit_card,Andrade,MG,delivered,parceiro_c
366eb16f-508e-bad7-b7c9-3acfe059a0ee,CUST_03557,PROD_2792,14,2541.79,35585.06,2023-05-29,boleto,Guerra Paulista,BA,delivered,parceiro_c
