order_id,customer_id,product_id,quantity,unit_price,total_amount,order_date,payment_method,shipping_city,shipping_state,status,partner_source
d316bd42-f806-7ba4-4ac8-ea44814e3e5d,CUST_04547,PROD_4622,8,1769.1,14152.8,2023-11-29,pix,Montenegro de da Rocha,RS,shipped,parceiro_a
22935efb-d77e-be9c-8f75-8fa24ea2f48b,CUST_42467,PROD_3543,19,4074.7,77419.3,2023-11-29,debit_card,Costa,MG,delivered,parceiro_b
ae329a74-6d8b-c2df-2ce6-8af83069356b,CUST_22142,PROD_4859,10,3844.1,38441.0,2023-11-29,pix,Cavalcanti,RO,delivered,parceiro_c
b1b6cf16-4931-43ca-f003-99ce6e21a9bd,CUST_23577,PROD_4554,7,3865.26,27056.82,2023-11-29,pix,Fernandes,MG,delivered,parceiro_b
ea749dbd-99e8-9457-eb72-047867450b2e,CUST_05133,PROD_0644,1,4428.84,4428.84,2023-11-29,credit_card,da Mota,RJ,delivered,parceiro_a
04cd52a3-e9d0-4a24-ca89-217f5af3d9b7,CUST_17014,PROD_4984,1,2644.84,2644.84,2023-11-29,credit_card,Monteiro,BA,delivered,parceiro_b
78005d29-9ef7-1736-a32e-13f92f037d78,CUST_07453,PROD_1968,1,1059.21,1059.21,2023-11-29,pix,Cirino de Porto,SP,delivered,parceiro_a
0199c922-c6ee-51dd-2961-a75d64b380a9,CUST_34107,PROD_3463,13,1133.92,14740.96,2023-11-29,debit_card,Rezende,PR,pending,parceiro_c
ba954891-2d62-6920-4e1c-9885ae950ef5,CUST_29365,PROD_4741,18,1989.7,35814.6,2023-11-29,credit_card,Rezende,MG,shipped,parceiro_b
b5125278-f850-fe46-45a3-82cb34dd9a27,CUST_39449,PROD_4460,4,2896.06,11584.24,2023-11-29,boleto,Monteiro do Campo,MA,delivered,parceiro_a
8b8d1a61-85d3-47b8-7e5d-e54056ea2c1c,CUST_19808,PROD_1964,10,1597.12,15971.2,2023-11-29,credit_card,Ramos do Oeste,SP,delivered,parceiro_c
f946236e-bce5-4044-6834-234debcee26c,CUST_29285,PROD_1738,3,760.93,2282.79,2023-11-29,pix,Pimenta do Campo,SP,pending,parceiro_b
c7ec80c7-c1ec-c405-cf24-a17cf178d601,CUST_25139,PROD_3896,4,4239.73,16958.92,2023-11-29,debit_card,Lima do Oeste,GO,delivered,parceiro_c
41b4be6b-1858-4619-43eb-29ccebde718c,CUST_05204,PROD_4803,11,3751.72,41268.92,2023-11-29,boleto,Monteiro,GO,pending,parceiro_b
a3f91177-4c24-b957-7ec9-f7ef29e1ac55,CUST_19840,PROD_1047,1,3182.75,3182.75,2023-11-29,boleto,Pires da Prata,PA,delivered,parceiro_a
41748f54-0aef-0738-97a5-796db7fd8230,CUST_17379,PROD_4470,3,1078.02,3234.06,2023-11-29,debit_card,Vargas,PI,delivered,parceiro_b
c4f8efa6-0361-daea-b90f-808879c0d10e,CUST_11929,PROD_2774,3,1202.9,3608.7,2023-11-29,pix,Moraes,SC,delivered,parceiro_b
8176f4c2-1617-dd78-3eac-52486e370ab6,CUST_45767,PROD_2538,14,3991.04,55874.56,2023-11-29,pix,Fogaça de Martins,SP,delivered,parceiro_c
a0dafa30-68f7-c3df-737a-449f10f40bfe,CUST_45115,PROD_4831,17,1132.27,19248.59,2023-11-29,credit_card,Sampaio,SP,delivered,parceiro_c
b538b2f0-680f-3bbd-b3db-e9692ea90626,CUST_20054,PROD_4403,3,3254.54,9763.62,2023-11-29,credit_card,das Neves,RJ,delivered,parceiro_a
32248e2b-a85c-2520-474a-52bdb80c1429,CUST_09098,PROD_1047,4,2352.56,9410.24,2023-11-29,credit_card,Farias,SP,pending,parceiro_a
ee7e4cb1-2066-be76-e662-496bd7c18982,CUST_32474,PROD_1887,9,4665.7,41991.3,2023-11-29,pix,Azevedo Verde,SP,cancelled,parceiro_c
232ccdc2-68ef-060f-0a0c-7d4af31e54c7,CUST_44534,PROD_2050,2,178.47,356.94,2023-11-29,debit_card,Cavalcanti,SP,pending,parceiro_a
052d1e2b-d6a4-8f86-b752-0f169d67a84e,CUST_15216,PROD_2733,7,4650.11,32550.77,2023-11-29,credit_card,Lima,RS,delivered,parceiro_a
0c743345-334a-89d7-a52c-f3f24934d6b3,CUST_28491,PROD_4485,9,2493.48,22441.32,2023-11-29,debit_card,Moreira,SP,delivered,parceiro_b
03fc39ec-7dbe-1ca3-6bf4-b7635753933b,CUST_39480,PROD_1380,19,4190.42,79617.98,2023-11-29,boleto,Duarte,SE,delivered,parceiro_b
995af0d4-5b29-fa46-bc90-cadbe2ba06d1,CUST_46458,PROD_2969,17,441.38,7503.46,2023-11-29,pix,da Costa,MG,delivered,parceiro_b
769ee2d6-eac8-5e43-4b82-03640b576fba,CUST_09902,PROD_0898,1,3317.26,3317.26,2023-11-29,boleto,Martins de Santos,SC,delivered,parceiro_a
ada6b4c9-219a-fbb1-ad8c-6e09d10ba5a9,CUST_29701,PROD_4651,18,2926.29,52673.22,2023-11-29,credit_card,Pacheco,RO,delivered,parceiro_b
bc946fd5-8ab6-1863-e08f-be84c7967dae,CUST_18869,PROD_4077,5,4580.13,22900.65,2023-11-29,pix,Macedo do Oeste,SP,delivered,parceiro_c
5a598017-7207-e348-8fcf-d6cbb007f56c,CUST_01498,PROD_0378,14,2889.45,40452.3,2023-11-29,pix,Brito,SP,shipped,parceiro_a
733ba2ec-4804-532a-6a04-60b973e5af9e,CUST_42562,PROD_4872,18,800.13,14402.34,2023-11-29,pix,Pires da Prata,RJ,delivered,parceiro_c
25c3f872-c89b-8e5a-6aca-d723b98a921e,CUST_19046,PROD_2888,12,533.76,6405.12,2023-11-29,credit_card,Moraes,RJ,shipped,parceiro_b
4e9cf4c0-9d8d-2a18-5df9-221454fa4a94,CUST_22354,PROD_1154,18,4527.13,81488.34,2023-11-29,credit_card,Albuquerque,BA,delivered,parceiro_a
2064a8d6-692d-a8bf-7964-cbe1e623e157,CUST_35251,PROD_3683,17,1440.44,24487.48,2023-11-29,boleto,Monteiro,PR,delivered,parceiro_a
748ffeb7-59c8-5110-51e1-342fb155567f,CUST_32455,PROD_0533,3,3707.12,11121.36,2023-11-29,pix,Peixoto,PR,cancelled,parceiro_c
e43cb061-6d82-ff9b-9515-4c49073231df,CUST_33522,PROD_4077,8,2063.85,16510.8,2023-11-29,credit_card,Vasconcelos da Prata,SC,delivered,parceiro_c
a83a7c26-34e4-4bca-b9a5-b71512f5606b,CUST_28154,PROD_0345,19,3379.9,64218.1,2023-11-29,debit_card,da Rocha de Goiás,RS,shipped,parceiro_c
