order_id,customer_id,product_id,quantity,unit_price,total_amount,order_date,payment_method,shipping_city,shipping_state,status,partner_source
5bb58492-9daf-e6be-ad21-914625ee8c4c,CUST_43265,PROD_2902,7,2668.4,18678.8,2023-06-16,credit_card,Rocha,RO,delivered,parceiro_c
a931c942-b666-dafe-8dee-318d2b7087bd,CUST_21236,PROD_4418,3,3749.43,11248.29,2023-06-25,pix,Cavalcante da Prata,SC,cancelled,parceiro_b
4af52599-6263-f0db-2eb7-49c19b9ae91b,CUST_31311,PROD_1365,12,62.85,754.2,2023-11-02,credit_card,Gomes,GO,delivered,parceiro_a
94d0f69b-90f5-eb6c-6dda-2c189e145325,CUST_02291,PROD_1757,8,2282.51,18260.08,2023-08-10,credit_card,Pinto das Pedras,MG,shipped,parceiro_a
8b014dc3-87b5-d489-b96b-a8860b109d1b,CUST_47731,PROD_4185,1,976.21,976.21,2023-01-22,debit_card,Silveira,RJ,delivered,parceiro_a
e28e434c-8505-1890-bf11-0e279ea1eb4b,CUST_45936,PROD_3581,15,2454.96,36824.4,2023-05-22,boleto,Sousa,SC,delivered,parceiro_b
ca758647-bc3d-5a2d-2f72-df18e1246f57,CUST_04076,PROD_2391,15,4499.27,67489.05,2023-11-04,credit_card,Macedo de Goiás,RJ,cancelled,parceiro_c
8295bc5d-3a12-2b95-7107-7bc7608aef14,CUST_17354,PROD_1426,20,3489.53,69790.6,2023-06-24,,Barros,MT,shipped,parceiro_c
0d8885e4-cf69-61bd-15be-9f0c20c7d6bc,CUST_19401,PROD_1437,11,3974.81,43722.91,2023-12-09,credit_card,Sales,SP,cancelled,parceiro_a
9349e388-9bfc-3c9e-2f0b-051bb095d698,CUST_35145,PROD_4033,1,4860.7,4860.7,2023-02-24,credit_card,Pereira,SP,delivered,parceiro_a
d6621f80-8044-385d-e5fc-7f5c711556cc,CUST_00080,PROD_1062,17,1778.28,30230.76,2023-09-18,boleto,Montenegro de Câmara,PE,cancelled,parceiro_a
86904053-87c8-e601-b6da-a44038d69c75,CUST_48008,PROD_4466,6,2175.4,13052.4,2023-08-17,pix,Mendonça,SP,shipped,parceiro_b
697a8d8c-9f00-83e2-7da3-c77a2535cac5,CUST_39685,PROD_3009,14,4369.49,61172.86,2023-09-16,pix,Pires do Amparo,PI,delivered,parceiro_b
1188cfc5-ab98-5207-7a88-f02ea1529f3b,CUST_26360,PROD_0317,4,4639.81,-18559.24,2023-07-22,,da Cruz,MG,delivered,parceiro_a
d417b1d3-178d-8593-9c7d-a02c3f16ac77,CUST_09895,PROD_3437,5,3949.39,19746.95,2023-05-09,credit_card,Farias,RJ,delivered,parceiro_b
31c9d4e6-b008-561a-60a4-6829553e4661,CUST_41400,PROD_2972,18,4648.02,83664.36,2023-09-05,credit_card,,,delivered,parceiro_a
9a586d20-bf63-59a4-6d6a-95a58289b8b9,CUST_30084,PROD_0467,15,2080.28,31204.2,2023-10-30,pix,Souza das Pedras,SP,delivered,parceiro_a
2229201f-65ff-e0bc-d719-9a296e5984bb,CUST_03041,PROD_0801,11,2011.98,22131.78,2023-08-30,pix,Carvalho da Serra,CE,delivered,parceiro_b
5d0b0234-2ac1-0b72-ce04-d900e856c8d6,CUST_20609,PROD_1853,11,3229.75,35527.25,2023-08-28,debit_card,Costela de Minas,SP,delivered,parceiro_c
3cbc3a72-96bc-505d-1262-28813515a814,CUST_29905,PROD_3692,18,3694.18,66495.24,2023-09-22,pix,Pires,SP,delivered,parceiro_c
20b060c5-6ece-5cd8-4b7c-ea37a1a34aeb,CUST_16359,PROD_2198,7,886.53,6205.71,2023-08-19,debit_card,Lopes Grande,BA,cancelled,parceiro_a
f6f329c5-70ca-155e-9d6f-f30e8edd192e,CUST_07752,PROD_1825,6,1342.48,8054.88,2023-08-01,credit_card,Rios de Vargas,MS,shipped,parceiro_b
446476ff-e389-93b5-c468-8275ab2e8a42,CUST_04168,PROD_4958,16,2841.66,45466.56,2023-07-23,pix,Dias do Amparo,AM,delivered,parceiro_a
be0ac523-a3a4-ea5a-50e6-3d48d336dab4,CUST_32367,PROD_3995,10,865.49,8654.9,2023-10-08,credit_card,Pires de Moraes,PE,pending,parceiro_b
