order_id,customer_id,product_id,quantity,unit_price,total_amount,order_date,payment_method,shipping_city,shipping_state,status,partner_source
1ccce91a-4c89-5216-5a93-e34406d0166d,CUST_21905,PROD_0801,4,2456.01,9824.04,2023-11-13,pix,Gomes da Mata,DF,delivered,parceiro_b
7ce0449f-a771-4d22-5518-5ece9ee09981,CUST_47663,PROD_0419,6,4185.19,25111.14,2023-11-13,debit_card,Sales,AL,delivered,parceiro_b
d225e21e-a9e7-9acc-8c62-e33a39fd45d9,CUST_21873,PROD_2299,10,494.85,4948.5,2023-11-13,pix,Monteiro,MG,delivered,parceiro_b
6fde6265-c55b-e051-ef10-895792a0de68,CUST_03348,PROD_4508,19,2689.34,51097.46,2023-11-13,credit_card,Souza do Norte,SP,delivered,parceiro_b
98017710-533d-79a3-b3ca-e827a42dcee1,CUST_44118,PROD_4478,12,53.8,645.6,2023-11-13,debit_card,Leão,DF,shipped,parceiro_a
9afa091a-68ff-958b-5363-59335a379dd1,CUST_30263,PROD_4957,4,1323.08,5292.32,2023-11-13,debit_card,Sampaio das Pedras,MG,delivered,parceiro_c
a99e66da-6624-956a-eef3-f9cc97894346,CUST_48889,PROD_4015,11,1707.3,18780.3,2023-11-13,boleto,Siqueira de Albuquerque,MG,delivered,parceiro_b
1b44147d-22a7-9864-d792-8300f97516c9,CUST_21357,PROD_2508,2,4519.17,9038.34,2023-11-13,credit_card,Cavalcanti de Goiás,PR,shipped,parceiro_b
02f1ecae-978c-668f-24c9-6c35a71caec4,CUST_00981,PROD_1656,19,3009.9,57188.1,2023-11-13,credit_card,Garcia,SP,pending,parceiro_b
73d2a1fe-cfc8-38ac-6eff-20e7e015471b,CUST_36176,PROD_0795,20,2343.68,46873.6,2023-11-13,boleto,da Mata,GO,shipped,parceiro_b
871d5591-2859-061d-dfcf-91f9f368ad95,CUST_05738,PROD_0305,11,788.63,8674.93,2023-11-13,credit_card,Cavalcanti,RS,delivered,parceiro_a
c8697c13-f0b5-d08b-49be-f099d4bb453c,CUST_29767,PROD_4870,14,4797.85,67169.9,2023-11-13,credit_card,Silveira dos Dourados,SC,shipped,parceiro_c
22a6c0a3-99de-171b-c974-0b33b6303c3a,CUST_37675,PROD_2665,3,4307.25,12921.75,2023-11-13,boleto,Cunha,SP,delivered,parceiro_b
d6f672af-005b-8e9c-f778-b5eccd003759,CUST_26298,PROD_1306,3,144.96,434.88,2023-11-13,pix,Monteiro da Praia,MG,shipped,parceiro_b
a997492b-edc6-44a8-0d56-6e1b6a42af90,CUST_09401,PROD_4819,18,4727.4,85093.2,2023-11-13,pix,Lima,SP,delivered,parceiro_a
d3ee3948-bc21-d55c-4083-40d2b64e29fd,CUST_41139,PROD_3501,11,1665.64,18322.04,2023-11-13,credit_card,Sá do Campo,SC,delivered,parceiro_c
c6dc4cd1-4785-de3b-e9a5-8b5eec3505c7,CUST_19818,PROD_3582,3,3581.13,10743.39,2023-11-13,pix,Aparecida do Oeste,CE,delivered,parceiro_c
c4e1c2eb-df15-95c6-8221-1208241dc632,CUST_41812,PROD_1820,13,1540.39,20025.07,2023-11-13,pix,Andrade da Praia,ES,pending,parceiro_c
6df06298-2be5-617e-d659-6282e50a77f9,CUST_26611,PROD_1486,20,1921.47,38429.4,2023-11-13,boleto,Ribeiro dos Dourados,RJ,pending,parceiro_c
05851a85-93ff-672a-2557-659495f10455,CUST_37806,PROD_3349,8,3891.2,31129.6,2023-11-13,pix,das Neves,SP,delivered,parceiro_c
8e8676fc-c59c-8ae7-740c-165dd33faccd,CUST_10204,PROD_0583,20,601.34,12026.8,2023-11-13,pix,Moraes do Norte,MG,delivered,parceiro_c
92efef14-a924-c457-ad9e-5e909b539641,CUST_23745,PROD_1807,7,1324.24,9269.68,2023-11-13,boleto,da Cunha,SP,pending,parceiro_c
31adf41e-e4c0-b2c3-abc1-98dc574768ec,CUST_29313,PROD_3421,17,4786.4,81368.8,2023-11-13,debit_card,Cardoso de Pimenta,RS,delivered,parceiro_a
d6f36cdd-e5ac-c664-50b4-dd2eb570ad9e,CUST_46013,PROD_4073,20,4077.64,81552.8,2023-11-13,pix,Machado das Pedras,RJ,delivered,parceiro_b
ca089e23-ee18-fd31-4d0e-9723d609cd0d,CUST_31624,PROD_2870,4,780.83,3123.32,2023-11-13,debit_card,Nascimento,PA,delivered,parceiro_b
6a284201-0ceb-8c9d-3d7f-f0b01d20e471,CUST_43101,PROD_4404,1,2895.84,2895.84,2023-11-13,debit_card,Cunha do Oeste,PR,delivered,parceiro_a
c1e45656-b775-f763-ea40-def9a9bc9884,CUST_46551,PROD_1972,4,3892.8,15571.2,2023-11-13,boleto,Santos,MG,shipped,parceiro_b
8dcedefc-7f2e-ca49-c1ad-f210ac001ac0,CUST_09449,PROD_3281,7,2602.56,18217.92,2023-11-13,pix,Porto,RS,delivered,parceiro_a
4e30b58e-0515-7a80-36dd-0ebb09177d49,CUST_37429,PROD_1038,13,994.15,12923.95,2023-11-13,credit_card,Macedo de Minas,SP,delivered,parceiro_c
40f95385-616e-e8e0-3a6b-e103fae15c07,CUST_37489,PROD_4280,5,4903.62,24518.1,2023-11-13,credit_card,Costa da Serra,PR,delivered,parceiro_b
2e6672b7-6c89-37e3-f747-dc80fcafcd4c,CUST_17148,PROD_1388,8,3979.19,31833.52,2023-11-13,credit_card,Porto,PR,shipped,parceiro_a
0497d8fc-df28-9caf-11e1-2ce7593419b9,CUST_43282,PROD_3201,5,4847.78,24238.9,2023-11-13,credit_card,Moura da Prata,SP,delivered,parceiro_a
303a0bb2-fb2b-e38e-8b08-067903a99acf,CUST_00829,PROD_2005,6,1203.47,7220.82,2023-11-13,pix,Guerra,SP,delivered,parceiro_c
bc475717-9118-5f9b-c92b-767a610d337f,CUST_24482,PROD_1841,15,3215.94,48239.1,2023-11-13,pix,Marques das Pedras,RS,delivered,parceiro_a
d04da86d-eb9c-c264-abc4-e7101e463ea6,CUST_07481,PROD_4390,4,984.1,3936.4,2023-11-13,credit_card,Costa,DF,shipped,parceiro_c
cc32a5bb-9280-5611-213d-eaf679fbb496,CUST_12442,PROD_4459,11,4256.47,46821.17,2023-11-13,pix,Costa da Praia,PA,delivered,parceiro_c
6088f484-fd5a-dbc5-5f99-c5ce6a45910e,CUST_36031,PROD_3198,20,1681.42,33628.4,2023-11-13,credit_card,Pacheco,MG,delivered,parceiro_a
9d701069-961b-2941-ff11-6f08bfd95103,CUST_37906,PROD_2159,14,1691.75,23684.5,2023-11-13,pix,Pires,PI,delivered,parceiro_b
e65b8841-a0a0-50f9-0413-0f2edc928572,CUST_02900,PROD_1071,3,4149.86,12449.58,2023-11-13,debit_card,da Conceição de Sales,SP,delivered,parceiro_a
2d8baf85-a32f-12f7-f33a-8e89a8f48af1,CUST_02717,PROD_4204,6,2512.28,15073.68,2023-11-13,credit_card,Camargo Paulista,PR,delivered,parceiro_c
23924f74-249e-6464-a490-461115cf14f1,CUST_02450,PROD_2717,8,1873.17,14985.36,2023-11-13,pix,Costela,SC,delivered,parceiro_a
fc924517-ab5f-9f25-b9c2-b7a6b146e1a3,CUST_20008,PROD_1675,9,2426.27,21836.43,2023-11-13,pix,da Conceição,MG,delivered,parceiro_b
170d0009-bf27-eccb-13e3-bd7424f18739,CUST_15950,PROD_0680,15,1950.32,29254.8,2023-11-13,credit_card,Oliveira,RJ,shipped,parceiro_a
637cfdb6-fd17-a2a1-ce2a-98db302b8444,CUST_47400,PROD_2871,11,1971.13,21682.43,2023-11-13,pix,da Mata,RN,delivered,parceiro_a
4f87d498-8049-dc2c-bec0-6f9745121f3f,CUST_20523,PROD_0874,9,1355.1,12195.9,2023-11-13,debit_card,Caldeira,RJ,delivered,parceiro_a
7d843c02-5b7f-ebb7-f48a-c7214c0794a0,CUST_13716,PROD_0334,17,2938.81,49959.77,2023-11-13,credit_card,Nogueira de Novais,SP,delivered,parceiro_b
9d56d771-365e-b693-6560-d841b7e61feb,CUST_38533,PROD_4431,9,4059.54,36535.86,2023-11-13,pix,Farias,SP,delivered,parceiro_a
0604bd03-3994-cd3f-ba22-e21406903ed1,CUST_17137,PROD_2997,11,1419.57,15615.27,2023-11-13,credit_card,Nogueira,CE,delivered,parceiro_a
